55103	275	80	325	130	80
#white-flower					
55104	74	80	124	130	80
55105	233	80	278	130	80
#line					
55106	318	80	350	130	80

#help					
20001	0	0	0	0	10
20002	0	0	52	49	10
#tree					
20003	2	50	52	97	10
20004	53	50	103	97	10
20005	104	50	154	97	10
20006	155	50	205	97	10
#enemy					
20007	308	50	358	97	10
20008	359	50	409	97	10
#start					
20009	2	98	52	148	10
#M					
20010	53	0	103	49	10
#123456					
20011	104	98	154	148	10
20012	155	98	205	148	10
20013	206	98	256	148	10
20014	257	98	307	148	10
20015	308	98	358	148	10
20016	359	98	409	148	10
#bich					
20017	359	0	408	48	10

#star					
55001	602	362	652	412	20
#white-flower					
55002	1109	362	1159	412	20

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ==== MARIO =========
#SMALL
#idle
100	10001	100
#walk
101	10001	100	10002	100
#jump
102	10003	100
#run
103	10001	30	10002	30
#pre-fly
104	10004	30	10005	30
#fly
105	10006	100
#stop
106	10007	100
#kick
107	10008	1000
#drop
108	10003	100
#handle
#idle
109	10009	100
#walk
110	10009	100	10010	100
#jump
111	10010	100
#die
199	10099	100
#walk-overworld
198	10098	100	10097	100

#BIG
#idle
130	11001	100
#walk
131	11001	100	11002	100	11003	100
#sit
132	11004	100
#jump
133	11005	100
#run
134	11001	30	11002	30	11003	30
#pre-fly
135	11006	30	11007	30	11008	30
#fly
136	11009	100
#stop
137	11010	100
#kick
138	11011	1000
#drop
139	11003	100
#handle
#idle
140	11012	100
#walk
141	11012	100	11013	100
#jump
142	11014	100
#big-overworl
143	11016	100	11017	100

#RACCOON
#idle
160	12001	100
#walk
161	12001	100	12002	100	12003	100
#sit
162	12004	100
#jump
163	12005	100
#run
164	12001	30	12002	30	12003	30
#drop
165	12006	40	12007	40	12008	40
#pre-fly
166	12009	30	12010	30	12011	30
#fly
167	12012	100	12013	100	12014	100
#stop
168	12015	100
#spin
169	12016	70	12017	70	12018	70
#kick
170	12019	1000
#drop
171	12006	100
#drop-fly
172	12006	100	12007	100
#handle
#idle
173	12020	100
#walk
174	12020	100	12021	100
#jump
175	12021	100
#front
176	12017	100
#drop_from_pipe
177	12023	100
#racoon_overworld
178	12024	100	12025	100

#FIRE
#idle
180	13001	100
#walk
181	13001	100	13002	100	13003	100
#sit
182	13004	100
#jump
183	13005	100
#run
184	13001	30	13002	30	13003	30
#pre-fly
185	13006	30	13007	30	13008	30
#fly
186	13009	100
#stop
187	13010	100
#kick
188	13011	1000
#drop
189	13003	100
#handle
#idle
190	13012	100
#walk
191	13012	100	13013	100
#jump
192	13014	100
#shoot fire
193	13015	50	13016	50
#jump shoot fire
194	13009	100

#Tranform mario
#small to big
200	10001	100	19001	100	10001	100	19001	100	10001	100	19001	100	11001	100	19001	100	11001	100	19001	100	11001	100
#big to raccoon
201	19002	100	19003	100	19004	100	19005	100
#raccoon attack by tail FX
202	19006	100	19007	100

#raccoon roll				
203	19100	30	19101	30	19102	30	19103	30	19104	30	19105	30	19106	30	19107	30

#CARD
550	51001	200	55001	200	55002	200
#mushrom-card
551	55100	100	55101	100	55106	100
#star-card
552	55102	100	55103	100	55106	100
#white-flower-card
553	55104	100	55105	100	55106	100

#EFFECT-POINT
901	90100	100
902	90200	100
910	91000	100

#help
1001	20001	500	20002	500
#tree
1002	20003	300	20004	300	20005	300	20006	300
#enemy
1003	20007	100	20008	100
#M
1004	20010	100


# id	ani1	ani2	ani3
[ANIMATION_SETS]
# MARIO
1	100	101	102	103	104	105	106	107	108	199	130	131	132	133	134	135	136	137	138	139	160	161	162	163	164	165	166	167	168	169	170	171	172	200	201	109	110	111	140	141	142	173	174	175	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	202	203	176	177	198	143	178

#EFFECTPool - ball - mario_attack - debris-point-point-point
65	621	202	410	901	902	910

#CARD
55	550	551	552	553

#help
2	1001
#tree
3	1002
#enemy
4	1003


[OBJECTS]
# type	x	y	ani_set_id	item_id item_ani_id
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = red venus, 4= koopas, 5= fireball_pool
#item id: -1 = null, 100 = coin, 101 = leaf, 102 = mushroom
# MARIO
0	98	143	1

# EFFECT
2	0	0	65

[PORTAL]
#type - spriteId - sceneId
#start		
num-0	20009	0
#123456		
num-1	20011	3
num-2	20012	0
num-3	20013	4
num-4	20014	0
num-5	20015	0
num-6	20016	0
#bich		
bonus-slot	20017	0

# TAIL
4	0	0	0



#id	name	texture_id	tileperRow	tileperColumn
[MAP]
7000	textures\Map\Overworld\overworld-1-map.tmx	30	8	4

[FONT]
0	99990
1	99991
2	99992
3	99993
4	99994
5	99995
6	99996
7	99997
8	99998
9	99999
arrowWhite	99910
arrowBlack	99911
powerWhite	99912
powerBlack	99913

[HUD]
99900
